,Unnamed: 0,City,State,ZipCode,CountyName,ProviderNumber,HospitalName,HospitalOwner,Address1,PhoneNumber,HospitalType,EmergencyService
608,608,elba,al,36323,coffee,x0027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
609,609,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
610,610,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
611,611,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
612,612,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
613,613,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
614,614,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
615,615,elba,al,36323,coffee,10027,callahan eye foundation hospital,voluntary non-profit - other,987 drayton street,3348972257,acute care hospitals,yes
616,616,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
617,617,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
618,618,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
619,619,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
620,620,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
621,621,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
622,622,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
623,623,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
624,624,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
625,625,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
626,626,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
627,627,opelika,al,36801,lee,x0029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
628,628,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
629,629,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
630,630,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
631,631,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
632,632,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
633,633,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
634,634,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acuxe care hospixals,yes
635,635,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
636,636,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
637,637,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
638,638,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
639,639,opelika,al,36801,lee,1xx29,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
640,640,opelika,al,36801,lee,10029,callahan eye foundation hospital,voluntary non-profit - private,2000 pepperell parkway,3347493411,acute care hospitals,yes
641,641,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
642,642,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
643,643,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
644,644,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
645,645,wedowee,al,36278,randolph,1xx32,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
646,646,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
647,647,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
648,648,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
649,649,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
650,650,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
651,651,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
652,652,birmingham,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 xorth maix street,2563572111,acute care hospitals,yes
653,653,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
654,654,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
655,655,wedowee,al,36278,randolph,1xx32,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
656,656,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
657,657,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
658,658,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
659,659,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
660,660,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
661,661,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
662,662,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
663,663,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
664,664,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
665,665,wedowee,al,36278,randolph,10032,callahan eye foundation hospital,voluntary non-profit - private,209 north main street,2563572111,acute care hospitals,yes
666,666,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,20593xx011,acute care hospitals,yes
667,667,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
668,668,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
669,669,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
670,670,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
671,671,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
672,672,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
673,673,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
674,674,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
675,675,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
676,676,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
677,677,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
678,678,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
679,679,birmingham,al,3x233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
680,680,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
681,681,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
682,682,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
683,683,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
684,684,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
685,685,birmingham,al,x52xx,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
686,686,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
687,687,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
688,688,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
689,689,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
690,690,birmingham,al,35233,jefferson,10033,callahan eye foundation hospital,voluntary non-profit - private,619 south 19th street,2059344011,acute care hospitals,yes
691,691,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
692,692,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
693,693,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
694,694,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
695,695,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute cxre hospitxls,yes
696,696,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
697,697,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
698,698,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
699,699,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,334x836541,acute care hospitals,yes
700,700,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
701,701,birmingham,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
702,702,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
703,703,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
704,704,tallassee,al,36078,elmore,100x4,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
705,705,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acutexcarexhospitals,yes
706,706,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
707,707,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
708,708,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
709,709,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
710,710,tallassee,al,36x78,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
711,711,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
712,712,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
713,713,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,33x28365x1,acute care hospitals,yes
714,714,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
715,715,tallassee,al,36078,elmore,10034,callahan eye foundation hospital,voluntary non-profit - private,805 friendship road,3342836541,acute care hospitals,yes
716,716,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
717,717,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
718,718,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
719,719,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
720,720,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
721,721,cullman,al,35058,cullman,100x5,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
722,722,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
723,723,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
724,724,cullman,al,35058,cullman,1xx35,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
725,725,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
726,726,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
727,727,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
728,728,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
729,729,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acutexcarexhospitals,yes
730,730,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
731,731,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
732,732,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
733,733,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
734,734,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
735,735,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
736,736,birmingham,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912xalabamaxhighwayx157,2567372000,acute care hospitals,yes
737,737,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
738,738,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
739,739,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
740,740,cullman,al,35058,cullman,10035,callahan eye foundation hospital,voluntary non-profit - private,1912 alabama highway 157,2567372000,acute care hospitals,yes
741,741,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
742,742,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
743,743,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
744,744,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
745,745,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
746,746,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
747,747,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
748,748,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
749,749,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
750,750,andalusia,al,3642x,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
751,751,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,334xxx8466,acute care hospitals,yes
752,752,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
753,753,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
754,754,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
755,755,andalusia,al,36420,covington,1xx36,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
756,756,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
757,757,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
758,758,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
759,759,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
760,760,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
761,761,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
762,762,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
763,763,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,33422284xx,acute care hospitals,yes
764,764,birmingham,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
765,765,andalusia,al,36420,covington,10036,callahan eye foundation hospital,voluntary non-profit - private,849 south three notch street,3342228466,acute care hospitals,yes
766,766,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
767,767,birmingham,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 1xth st,2562358900,acute care hospitals,yes
768,768,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
769,769,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
770,770,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
771,771,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
772,772,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
773,773,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
774,774,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
775,775,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
776,776,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
777,777,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
778,778,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
779,779,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acutexcarexhospitals,yes
780,780,huntsville,al,35801,madison,1003x,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
781,781,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
782,782,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitaxs,yes
783,783,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
784,784,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
785,785,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
786,786,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
787,787,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
788,788,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
789,789,huntsville,al,35801,madison,1xx39,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
790,790,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
791,791,birmingham,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
792,792,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
793,793,huntsville,al,35801,madison,100x9,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
794,794,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
795,795,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
796,796,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
797,797,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
798,798,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
799,799,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
800,800,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
801,801,huntsville,al,35801,madison,10039,callahan eye foundation hospital,voluntary non-profit - private,101 sivley rd,2562651000,acute care hospitals,yes
802,802,gadsden,al,35903,etowah,10040,callahan eye foundation hospital,voluntary non-profit - private,1007 goodyear avenue,2564944000,acute care hospitals,yes
803,803,gadsden,al,35903,etowah,10040,callahan eye foundation hospital,voluntary non-profit - private,1007 goodyear avenue,2564944000,acute care hospitals,yes
804,804,gadsden,al,35903,etowah,10040,callahan eye foundation hospital,voluntary non-profit - private,1007 goodyear avenue,2564944000,acute care hospitals,yes
805,805,gadsden,al,35903,etowah,10040,callahan eye foundation hospital,voluntary non-profit - private,1007 goodyear avenue,2564944000,acute care hospitals,yes
806,806,gadsden,al,35903,etowah,10040,callahan eye foundation hospital,voluntary non-profit - private,1007 goodyear avenue,2564944000,acute care hospitals,yes
807,807,gadsden,al,35903,etowah,10040,callahan eye foundation hospital,voluntary non-profit - private,1007 goodyear avenue,2564944000,acute care hospitals,yes
808,808,gadsden,al,35903,etowah,10040,callahan eye foundation hospital,voluntary non-profit - private,1007 goodyear avenue,2564944000,acute care hospitals,yes
809,809,gadsden,al,35903,etowah,10040,callahan eye foundation hospital,voluntary non-profit - private,1007 goodyear avenue,2564944000,acute care hospitals,yes
810,810,gadsden,al,35903,etowah,10040,callahan eye foundation hospital,voluntary non-profit - private,1007 goodyear avenue,2564944000,acute care hospitals,yes
811,811,gadsden,al,35903,etowah,10040,callahan eye foundation hospital,voluntary non-profit - private,1007 goodyear avenue,2564944000,acute care hospitals,yes
