,tid,attribute,correct_val
11349,1891,act_dep_time,12:41 p.m.
11350,1891,sched_arr_time,2:45 p.m.
11351,1891,act_arr_time,2:50 p.m.
11352,1892,src,quicktrip
11353,1892,flight,UA-382-IAD-LAX
11354,1892,sched_dep_time,12:30 p.m.
11355,1892,act_dep_time,12:35 p.m.
11356,1892,sched_arr_time,3:19 p.m.
11357,1892,act_arr_time,3:21 p.m.
11358,1893,src,quicktrip
11359,1893,flight,UA-2945-PHL-CLT
11360,1893,sched_dep_time,12:00 a.m.
11361,1893,act_dep_time,3:11 a.m.
11362,1893,sched_arr_time,1:45 p.m.
11363,1893,act_arr_time,1:15 p.m.
11364,1894,src,quicktrip
11365,1894,flight,CO-47-IAH-LAX
11366,1894,sched_dep_time,7:10 p.m.
11367,1894,act_dep_time,8:25 p.m.
11368,1894,sched_arr_time,8:56 p.m.
11369,1894,act_arr_time,9:52 p.m.
11370,1895,src,quicktrip
11371,1895,flight,AA-271-MIA-LAX
11372,1895,sched_dep_time,11:35 a.m.
11373,1895,act_dep_time,11:52 a.m.
11374,1895,sched_arr_time,2:25 p.m.
11375,1895,act_arr_time,2:27 p.m.
11376,1896,src,quicktrip
11377,1896,flight,AA-2050-ORD-MIA
11378,1896,sched_dep_time,10:40 a.m.
11379,1896,act_dep_time,11:05 a.m.
11380,1896,sched_arr_time,2:45 p.m.
11381,1896,act_arr_time,2:46 p.m.
11382,1897,src,quicktrip
11383,1897,flight,UA-248-PHX-ORD
11384,1897,sched_dep_time,12:57 p.m.
11385,1897,act_dep_time,1:32 p.m.
11386,1897,sched_arr_time,5:15 p.m.
11387,1897,act_arr_time,5:34 p.m.
11388,1898,src,quicktrip
11389,1898,flight,AA-4330-CVG-ORD
11390,1898,sched_dep_time,3:35 p.m.
11391,1898,act_dep_time,3:36 p.m.
11392,1898,sched_arr_time,4:00 p.m.
11393,1898,act_arr_time,3:33 p.m.
11394,1899,src,quicktrip
11395,1899,flight,AA-1434-DFW-MCO
11396,1899,sched_dep_time,7:15 a.m.
11397,1899,act_dep_time,7:21 a.m.
11398,1899,sched_arr_time,10:35 a.m.
11399,1899,act_arr_time,10:36 a.m.
11400,1900,src,quicktrip
11401,1900,flight,CO-1561-PHX-IAH
11402,1900,sched_dep_time,8:05 a.m.
11403,1900,act_dep_time,8:00 a.m.
11404,1900,sched_arr_time,11:35 a.m.
11405,1900,act_arr_time,11:32 a.m.
11406,1901,src,quicktrip
11407,1901,flight,AA-4307-ORD-DTW
11408,1901,sched_dep_time,6:45 p.m.
11409,1901,act_dep_time,6:55 p.m.
11410,1901,sched_arr_time,9:10 p.m.
11411,1901,act_arr_time,8:53 p.m.
11412,1902,src,quicktrip
11413,1902,flight,AA-3-JFK-LAX
11414,1902,sched_dep_time,12:00 p.m.
11415,1902,act_dep_time,12:11 p.m.
11416,1902,sched_arr_time,3:15 p.m.
11417,1902,act_arr_time,3:16 p.m.
11418,1903,src,quicktrip
11419,1903,flight,CO-1694-LAX-IAH
11420,1903,sched_dep_time,7:15 p.m.
11421,1903,act_dep_time,7:15 p.m.
11422,1903,sched_arr_time,12:21 a.m.
11423,1903,act_arr_time,12:21 a.m.
11424,1904,src,quicktrip
11425,1904,flight,UA-843-LAX-ORD
11426,1904,sched_dep_time,1:55 p.m.
11427,1904,act_dep_time,2:10 p.m.
11428,1904,sched_arr_time,7:53 p.m.
11429,1904,act_arr_time,7:58 p.m.
11430,1905,src,quicktrip
11431,1905,flight,CO-1193-EWR-MCO
11432,1905,sched_dep_time,9:15 a.m.
11433,1905,act_dep_time,9:14 a.m.
11434,1905,sched_arr_time,12:18 p.m.
11435,1905,act_arr_time,12:09 p.m.
11436,1906,src,quicktrip
11437,1906,flight,AA-3842-MSP-ORD
11438,1906,sched_dep_time,6:00 a.m.
11439,1906,act_dep_time,6:56 a.m.
11440,1906,sched_arr_time,7:30 a.m.
11441,1906,act_arr_time,7:51 a.m.
11442,1907,src,quicktrip
11443,1907,flight,AA-643-MIA-ORD
11444,1907,sched_dep_time,7:10 a.m.
11445,1907,act_dep_time,7:30 a.m.
11446,1907,sched_arr_time,9:35 a.m.
11447,1907,act_arr_time,9:31 a.m.
11448,1908,src,quicktrip
11449,1908,flight,AA-1007-MIA-PHX
11450,1908,sched_dep_time,4:55 p.m.
11451,1908,act_dep_time,5:08 p.m.
11452,1908,sched_arr_time,8:05 p.m.
11453,1908,act_arr_time,7:55 p.m.
11454,1909,src,quicktrip
11455,1909,flight,AA-2525-DFW-MIA
11456,1909,sched_dep_time,7:25 a.m.
11457,1909,act_dep_time,7:39 a.m.
11458,1909,sched_arr_time,11:10 a.m.
11459,1909,act_arr_time,11:06 a.m.
11460,1910,src,quicktrip
11461,1910,flight,UA-2906-PHL-MCO
11462,1910,sched_dep_time,3:50 p.m.
11463,1910,act_dep_time,4:28 p.m.
11464,1910,sched_arr_time,6:23 p.m.
11465,1910,act_arr_time,6:38 p.m.
11466,1911,src,quicktrip
11467,1911,flight,UA-938-DEN-ORD
11468,1911,sched_dep_time,4:16 p.m.
11469,1911,act_dep_time,4:15 p.m.
11470,1911,sched_arr_time,7:35 p.m.
11471,1911,act_arr_time,7:36 p.m.
11472,1912,src,quicktrip
11473,1912,flight,AA-1221-MCO-ORD
11474,1912,sched_dep_time,8:00 p.m.
11475,1912,act_dep_time,8:23 p.m.
11476,1912,sched_arr_time,9:45 p.m.
11477,1912,act_arr_time,9:53 p.m.
11478,1913,src,quicktrip
11479,1913,flight,CO-16-LAX-EWR
11480,1913,sched_dep_time,10:25 a.m.
11481,1913,act_dep_time,10:20 a.m.
11482,1913,sched_arr_time,6:44 p.m.
11483,1913,act_arr_time,6:34 p.m.
11484,1914,src,quicktrip
11485,1914,flight,UA-2515-DFW-CLT
11486,1914,sched_dep_time,7:05 a.m.
11487,1914,act_dep_time,7:05 a.m.
11488,1914,sched_arr_time,10:31 a.m.
11489,1914,act_arr_time,10:47 a.m.
11490,1915,src,quicktrip
11491,1915,flight,AA-400-DFW-JFK
11492,1915,sched_dep_time,10:40 a.m.
11493,1915,act_dep_time,11:01 a.m.
11494,1915,sched_arr_time,2:59 p.m.
11495,1915,act_arr_time,3:04 p.m.
11496,1916,src,quicktrip
11497,1916,flight,UA-664-ORD-PHL
11498,1916,sched_dep_time,1:33 p.m.
11499,1916,act_dep_time,1:31 p.m.
11500,1916,sched_arr_time,4:31 p.m.
11501,1916,act_arr_time,4:23 p.m.
11502,1917,src,quicktrip
11503,1917,flight,UA-37-EWR-MCO
11504,1917,sched_dep_time,1:29 p.m.
11505,1917,act_dep_time,1:48 p.m.
11506,1917,sched_arr_time,4:17 p.m.
11507,1917,act_arr_time,4:17 p.m.
11508,1918,src,quicktrip
11509,1918,flight,AA-1522-SFO-ORD
11510,1918,sched_dep_time,11:55 p.m.
11511,1918,act_dep_time,11:55 p.m.
11512,1918,sched_arr_time,5:50 a.m.
11513,1918,act_arr_time,5:50 a.m.
11514,1919,src,quicktrip
11515,1919,flight,UA-233-LAX-JFK
11516,1919,sched_dep_time,4:25 p.m.
11517,1919,act_dep_time,4:25 p.m.
11518,1919,sched_arr_time,12:29 a.m.
11519,1919,act_arr_time,12:29 a.m.
11520,1920,src,quicktrip
11521,1920,flight,AA-3823-LAX-DEN
11522,1920,sched_dep_time,9:00 p.m.
11523,1920,act_dep_time,9:00 p.m.
11524,1920,sched_arr_time,12:15 a.m.
11525,1920,act_arr_time,12:15 a.m.
11526,1921,src,quicktrip
11527,1921,flight,AA-2312-DFW-DTW
11528,1921,sched_dep_time,8:25 p.m.
11529,1921,act_dep_time,8:25 p.m.
11530,1921,sched_arr_time,11:50 p.m.
11531,1921,act_arr_time,11:50 p.m.
11532,1922,src,quicktrip
11533,1922,flight,UA-2314-ATL-PHL
11534,1922,sched_dep_time,2:55 p.m.
11535,1922,act_dep_time,2:55 p.m.
11536,1922,sched_arr_time,5:00 p.m.
11537,1922,act_arr_time,4:47 p.m.
11538,1923,src,quicktrip
11539,1923,flight,AA-1165-JFK-MIA
11540,1923,sched_dep_time,6:59 a.m.
11541,1923,act_dep_time,7:22 a.m.
11542,1923,sched_arr_time,10:34 a.m.
11543,1923,act_arr_time,10:04 a.m.
11544,1924,src,quicktrip
11545,1924,flight,AA-431-MIA-SFO
11546,1924,sched_dep_time,8:35 a.m.
11547,1924,act_dep_time,8:51 a.m.
11548,1924,sched_arr_time,11:50 a.m.
11549,1924,act_arr_time,11:44 a.m.
11550,1925,src,quicktrip
11551,1925,flight,UA-257-JFK-SFO
11552,1925,sched_dep_time,2:30 p.m.
11553,1925,act_dep_time,2:26 p.m.
11554,1925,sched_arr_time,6:15 p.m.
11555,1925,act_arr_time,5:42 p.m.
11556,1926,src,quicktrip
11557,1926,flight,UA-3373-IAD-PHL
11558,1926,sched_dep_time,8:29 a.m.
11559,1926,act_dep_time,8:26 a.m.
11560,1926,sched_arr_time,9:24 a.m.
11561,1926,act_arr_time,9:13 a.m.
11562,1927,src,quicktrip
11563,1927,flight,CO-1250-MIA-IAH
11564,1927,sched_dep_time,2:53 p.m.
11565,1927,act_dep_time,3:01 p.m.
11566,1927,sched_arr_time,4:48 p.m.
11567,1927,act_arr_time,4:59 p.m.
11568,1928,src,quicktrip
11569,1928,flight,UA-828-SFO-ORD
11570,1928,sched_dep_time,11:08 p.m.
11571,1928,act_dep_time,11:08 p.m.
11572,1928,sched_arr_time,5:11 a.m.
11573,1928,act_arr_time,5:11 a.m.
11574,1929,src,quicktrip
11575,1929,flight,CO-4888-IAH-DAL
11576,1929,sched_dep_time,5:30 p.m.
11577,1929,act_dep_time,5:30 p.m.
11578,1929,sched_arr_time,6:40 p.m.
11579,1929,act_arr_time,6:40 p.m.
11580,1930,src,quicktrip
11581,1930,flight,UA-2704-DTW-PHX
11582,1930,sched_dep_time,11:15 a.m.
11583,1930,act_dep_time,11:15 a.m.
11584,1930,sched_arr_time,1:40 p.m.
11585,1930,act_arr_time,2:00 p.m.
11586,1931,src,quicktrip
11587,1931,flight,AA-3063-SLC-LAX
11588,1931,sched_dep_time,8:20 p.m.
11589,1931,act_dep_time,8:39 p.m.
11590,1931,sched_arr_time,9:20 p.m.
11591,1931,act_arr_time,9:20 p.m.
11592,1932,src,quicktrip
11593,1932,flight,UA-2708-EWR-CLT
11594,1932,sched_dep_time,2:55 p.m.
11595,1932,act_dep_time,2:55 p.m.
11596,1932,sched_arr_time,4:53 p.m.
11597,1932,act_arr_time,4:44 p.m.
11598,1933,src,quicktrip
11599,1933,flight,UA-62-IAH-EWR
11600,1933,sched_dep_time,2:30 p.m.
11601,1933,act_dep_time,2:48 p.m.
11602,1933,sched_arr_time,7:03 p.m.
11603,1933,act_arr_time,7:10 p.m.
11604,1934,src,quicktrip
11605,1934,flight,AA-3804-PHL-ORD
11606,1934,sched_dep_time,2:35 p.m.
11607,1934,act_dep_time,2:44 p.m.
11608,1934,sched_arr_time,4:05 p.m.
11609,1934,act_arr_time,3:43 p.m.
11610,1935,src,quicktrip
11611,1935,flight,AA-1917-JFK-MCO
11612,1935,sched_dep_time,2:55 p.m.
11613,1935,act_dep_time,3:27 p.m.
11614,1935,sched_arr_time,5:55 p.m.
11615,1935,act_arr_time,5:43 p.m.
11616,1936,src,quicktrip
11617,1936,flight,AA-2268-PHX-ORD
11618,1936,sched_dep_time,7:15 a.m.
11619,1936,act_dep_time,7:22 a.m.
11620,1936,sched_arr_time,11:35 a.m.
11621,1936,act_arr_time,11:06 a.m.
11622,1937,src,quicktrip
11623,1937,flight,AA-4277-CVG-JFK
11624,1937,sched_dep_time,12:10 p.m.
11625,1937,act_dep_time,12:10 p.m.
11626,1937,sched_arr_time,2:15 p.m.
11627,1937,act_arr_time,1:43 p.m.
11628,1938,src,quicktrip
11629,1938,flight,AA-789-ORD-DEN
11630,1938,sched_dep_time,1:05 p.m.
11631,1938,act_dep_time,1:19 p.m.
11632,1938,sched_arr_time,2:35 p.m.
11633,1938,act_arr_time,3:13 p.m.
11634,1939,src,quicktrip
11635,1939,flight,UA-854-SFO-IAH
11636,1939,sched_dep_time,7:53 a.m.
11637,1939,act_dep_time,7:49 a.m.
11638,1939,sched_arr_time,1:39 p.m.
11639,1939,act_arr_time,1:30 p.m.
11640,1940,src,quicktrip
11641,1940,flight,AA-415-BOS-ORD
11642,1940,sched_dep_time,8:35 a.m.
11643,1940,act_dep_time,8:56 a.m.
11644,1940,sched_arr_time,10:40 a.m.
11645,1940,act_arr_time,10:16 a.m.
11646,1941,src,quicktrip
11647,1941,flight,AA-85-JFK-SFO
11648,1941,sched_dep_time,3:05 p.m.
11649,1941,act_dep_time,3:36 p.m.
11650,1941,sched_arr_time,6:30 p.m.
11651,1941,act_arr_time,6:43 p.m.
11652,1942,src,quicktrip
11653,1942,flight,AA-3786-IAH-ORD
11654,1942,sched_dep_time,4:00 p.m.
11655,1942,act_dep_time,4:12 p.m.
11656,1942,sched_arr_time,6:40 p.m.
11657,1942,act_arr_time,6:15 p.m.
11658,1943,src,quicktrip
11659,1943,flight,AA-222-LAX-BOS
11660,1943,sched_dep_time,7:10 a.m.
11661,1943,act_dep_time,7:31 a.m.
11662,1943,sched_arr_time,3:30 p.m.
11663,1943,act_arr_time,3:14 p.m.
11664,1944,src,quicktrip
11665,1944,flight,CO-50-CLE-EWR
11666,1944,sched_dep_time,2:55 p.m.
11667,1944,act_dep_time,3:31 p.m.
11668,1944,sched_arr_time,4:49 p.m.
11669,1944,act_arr_time,5:26 p.m.
11670,1945,src,quicktrip
11671,1945,flight,UA-3099-PHX-PHL
11672,1945,sched_dep_time,11:55 a.m.
11673,1945,act_dep_time,11:55 a.m.
11674,1945,sched_arr_time,6:17 p.m.
11675,1945,act_arr_time,5:38 p.m.
11676,1946,src,quicktrip
11677,1946,flight,AA-4198-ORD-CLE
11678,1946,sched_dep_time,10:40 a.m.
11679,1946,act_dep_time,10:54 a.m.
11680,1946,sched_arr_time,12:55 p.m.
11681,1946,act_arr_time,12:50 p.m.
11682,1947,src,quicktrip
11683,1947,flight,CO-45-EWR-MIA
11684,1947,sched_dep_time,4:00 p.m.
11685,1947,act_dep_time,3:58 p.m.
11686,1947,sched_arr_time,7:05 p.m.
11687,1947,act_arr_time,6:36 p.m.
11688,1948,src,quicktrip
11689,1948,flight,AA-3809-PHX-LAX
11690,1948,sched_dep_time,6:00 a.m.
11691,1948,act_dep_time,6:10 a.m.
11692,1948,sched_arr_time,6:40 a.m.
11693,1948,act_arr_time,6:19 a.m.
11694,1949,src,quicktrip
11695,1949,flight,AA-59-JFK-SFO
11696,1949,sched_dep_time,7:10 a.m.
11697,1949,act_dep_time,7:39 a.m.
11698,1949,sched_arr_time,10:45 a.m.
11699,1949,act_arr_time,11:12 a.m.
11700,1950,src,allegiantair
11701,1950,flight,AA-3859-IAH-ORD
11702,1950,sched_dep_time,7:10 a.m.
11703,1950,act_dep_time,7:16 a.m.
11704,1950,sched_arr_time,9:40 a.m.
11705,1950,act_arr_time,9:32 a.m.
11706,1951,src,allegiantair
11707,1951,flight,CO-1586-IAH-MCO
11708,1951,sched_dep_time,7:00 p.m.
11709,1951,act_dep_time,7:14 p.m.
11710,1951,sched_arr_time,10:15 p.m.
11711,1951,act_arr_time,10:29 p.m.
11712,1952,src,allegiantair
11713,1952,flight,AA-518-MIA-JFK
11714,1952,sched_dep_time,6:40 a.m.
11715,1952,act_dep_time,6:54 a.m.
11716,1952,sched_arr_time,9:25 a.m.
11717,1952,act_arr_time,9:28 a.m.
11718,1953,src,allegiantair
11719,1953,flight,UA-397-JFK-SFO
11720,1953,sched_dep_time,8:00 a.m.
11721,1953,act_dep_time,8:29 a.m.
11722,1953,sched_arr_time,11:55 a.m.
11723,1953,act_arr_time,11:58 a.m.
11724,1954,src,allegiantair
11725,1954,flight,UA-3925-IAD-ORF
11726,1954,sched_dep_time,8:41 a.m.
11727,1954,act_dep_time,8:42 a.m.
11728,1954,sched_arr_time,9:54 a.m.
11729,1954,act_arr_time,9:43 a.m.
11730,1955,src,allegiantair
11731,1955,flight,AA-1733-ORD-PHX
11732,1955,sched_dep_time,7:45 p.m.
11733,1955,act_dep_time,7:58 p.m.
11734,1955,sched_arr_time,10:30 p.m.
11735,1955,act_arr_time,10:30 p.m.
11736,1956,src,allegiantair
11737,1956,flight,AA-3-JFK-LAX
11738,1956,sched_dep_time,12:00 p.m.
11739,1956,act_dep_time,12:11 p.m.
11740,1956,sched_arr_time,3:15 p.m.
11741,1956,act_arr_time,3:16 p.m.
11742,1957,src,allegiantair
11743,1957,flight,UA-2830-MCO-CLT
11744,1957,sched_dep_time,3:27 p.m.
11745,1957,act_dep_time,3:27 p.m.
11746,1957,sched_arr_time,5:05 p.m.
11747,1957,act_arr_time,5:17 p.m.
11748,1958,src,allegiantair
11749,1958,flight,CO-58-DEN-IAH
11750,1958,sched_dep_time,11:25 a.m.
11751,1958,act_dep_time,11:32 a.m.
11752,1958,sched_arr_time,2:50 p.m.
11753,1958,act_arr_time,3:31 p.m.
11754,1959,src,allegiantair
11755,1959,flight,UA-5487-SFO-MRY
11756,1959,sched_dep_time,10:39 a.m.
11757,1959,act_dep_time,10:33 a.m.
11758,1959,sched_arr_time,11:19 a.m.
11759,1959,act_arr_time,11:21 a.m.
11760,1960,src,allegiantair
11761,1960,flight,AA-204-LAX-MCO
11762,1960,sched_dep_time,11:25 p.m.
11763,1960,act_dep_time,11:25 p.m.
11764,1960,sched_arr_time,6:55 a.m.
11765,1960,act_arr_time,6:55 a.m.
11766,1961,src,allegiantair
11767,1961,flight,UA-414-LAX-SFO
11768,1961,sched_dep_time,6:00 a.m.
11769,1961,act_dep_time,5:56 a.m.
11770,1961,sched_arr_time,7:23 a.m.
11771,1961,act_arr_time,7:17 a.m.
11772,1962,src,allegiantair
11773,1962,flight,CO-1614-LAX-IAH
11774,1962,sched_dep_time,12:30 a.m.
11775,1962,act_dep_time,12:41 a.m.
11776,1962,sched_arr_time,5:35 a.m.
11777,1962,act_arr_time,5:26 a.m.
11778,1963,src,allegiantair
11779,1963,flight,UA-2726-FLL-PHL
11780,1963,sched_dep_time,4:00 p.m.
11781,1963,act_dep_time,4:00 p.m.
11782,1963,sched_arr_time,6:46 p.m.
11783,1963,act_arr_time,6:28 p.m.
11784,1964,src,allegiantair
11785,1964,flight,CO-52-IAH-LAX
11786,1964,sched_dep_time,7:35 a.m.
11787,1964,act_dep_time,7:29 a.m.
11788,1964,sched_arr_time,9:21 a.m.
11789,1964,act_arr_time,9:14 a.m.
11790,1965,src,allegiantair
11791,1965,flight,CO-1090-BOS-IAH
11792,1965,sched_dep_time,9:45 a.m.
11793,1965,act_dep_time,10:19 a.m.
11794,1965,sched_arr_time,1:16 p.m.
11795,1965,act_arr_time,1:19 p.m.
11796,1966,src,allegiantair
11797,1966,flight,AA-616-DFW-DTW
11798,1966,sched_dep_time,9:05 a.m.
11799,1966,act_dep_time,10:10 a.m.
11800,1966,sched_arr_time,12:35 p.m.
11801,1966,act_arr_time,1:27 p.m.
11802,1967,src,allegiantair
11803,1967,flight,UA-3515-IAD-MSP
11804,1967,sched_dep_time,8:15 a.m.
11805,1967,act_dep_time,8:12 a.m.
11806,1967,sched_arr_time,10:06 a.m.
11807,1967,act_arr_time,9:56 a.m.
11808,1968,src,allegiantair
11809,1968,flight,AA-3468-CVG-MIA
11810,1968,sched_dep_time,7:00 a.m.
11811,1968,act_dep_time,7:25 a.m.
11812,1968,sched_arr_time,9:55 a.m.
11813,1968,act_arr_time,9:45 a.m.
11814,1969,src,allegiantair
11815,1969,flight,AA-484-DFW-MIA
11816,1969,sched_dep_time,4:15 p.m.
11817,1969,act_dep_time,4:29 p.m.
11818,1969,sched_arr_time,7:55 p.m.
11819,1969,act_arr_time,7:39 p.m.
11820,1970,src,allegiantair
11821,1970,flight,AA-1886-BOS-MIA
11822,1970,sched_dep_time,10:45 a.m.
11823,1970,act_dep_time,10:55 a.m.
11824,1970,sched_arr_time,2:20 p.m.
11825,1970,act_arr_time,1:40 p.m.
11826,1971,src,allegiantair
11827,1971,flight,CO-62-IAH-EWR
11828,1971,sched_dep_time,2:30 p.m.
11829,1971,act_dep_time,2:48 p.m.
11830,1971,sched_arr_time,7:03 p.m.
11831,1971,act_arr_time,7:10 p.m.
11832,1972,src,allegiantair
11833,1972,flight,CO-1561-PHX-IAH
11834,1972,sched_dep_time,8:05 a.m.
11835,1972,act_dep_time,8:00 a.m.
11836,1972,sched_arr_time,11:35 a.m.
11837,1972,act_arr_time,11:32 a.m.
11838,1973,src,allegiantair
11839,1973,flight,UA-2314-ATL-PHL
11840,1973,sched_dep_time,2:55 p.m.
11841,1973,act_dep_time,2:55 p.m.
11842,1973,sched_arr_time,5:00 p.m.
11843,1973,act_arr_time,4:47 p.m.
11844,1974,src,allegiantair
11845,1974,flight,AA-446-DFW-PHL
11846,1974,sched_dep_time,11:50 a.m.
11847,1974,act_dep_time,12:12 p.m.
11848,1974,sched_arr_time,3:50 p.m.
11849,1974,act_arr_time,4:09 p.m.
11850,1975,src,allegiantair
11851,1975,flight,CO-1023-IAH-DEN
11852,1975,sched_dep_time,11:40 a.m.
11853,1975,act_dep_time,11:56 a.m.
11854,1975,sched_arr_time,1:17 p.m.
11855,1975,act_arr_time,1:14 p.m.
11856,1976,src,allegiantair
11857,1976,flight,AA-466-IAH-MIA
11858,1976,sched_dep_time,6:00 a.m.
11859,1976,act_dep_time,6:08 a.m.
11860,1976,sched_arr_time,9:20 a.m.
11861,1976,act_arr_time,9:05 a.m.
11862,1977,src,allegiantair
11863,1977,flight,UA-3050-PHX-CLT
11864,1977,sched_dep_time,11:05 a.m.
11865,1977,act_dep_time,11:30 a.m.
11866,1977,sched_arr_time,4:57 p.m.
11867,1977,act_arr_time,5:05 p.m.
11868,1978,src,allegiantair
11869,1978,flight,CO-89-IAH-EWR
11870,1978,sched_dep_time,6:00 a.m.
11871,1978,act_dep_time,6:02 a.m.
11872,1978,sched_arr_time,10:20 a.m.
11873,1978,act_arr_time,10:27 a.m.
11874,1979,src,allegiantair
11875,1979,flight,CO-1088-CLE-IAH
11876,1979,sched_dep_time,8:40 a.m.
11877,1979,act_dep_time,8:40 a.m.
11878,1979,sched_arr_time,10:54 a.m.
11879,1979,act_arr_time,10:56 a.m.
11880,1980,src,allegiantair
11881,1980,flight,AA-1664-MIA-ATL
11882,1980,sched_dep_time,10:15 a.m.
11883,1980,act_dep_time,10:18 a.m.
11884,1980,sched_arr_time,12:10 p.m.
11885,1980,act_arr_time,11:56 a.m.
11886,1981,src,allegiantair
11887,1981,flight,AA-1279-DFW-PHX
11888,1981,sched_dep_time,1:00 p.m.
11889,1981,act_dep_time,2:04 p.m.
11890,1981,sched_arr_time,2:35 p.m.
11891,1981,act_arr_time,3:30 p.m.
11892,1982,src,allegiantair
11893,1982,flight,UA-854-SFO-IAH
11894,1982,sched_dep_time,7:53 a.m.
11895,1982,act_dep_time,7:49 a.m.
11896,1982,sched_arr_time,1:39 p.m.
11897,1982,act_arr_time,1:30 p.m.
11898,1983,src,allegiantair
11899,1983,flight,UA-382-IAD-LAX
11900,1983,sched_dep_time,12:30 p.m.
11901,1983,act_dep_time,12:35 p.m.
11902,1983,sched_arr_time,3:19 p.m.
11903,1983,act_arr_time,3:21 p.m.
11904,1984,src,allegiantair
11905,1984,flight,AA-4344-ORD-DTW
11906,1984,sched_dep_time,11:45 a.m.
11907,1984,act_dep_time,12:13 p.m.
11908,1984,sched_arr_time,2:00 p.m.
11909,1984,act_arr_time,2:10 p.m.
11910,1985,src,allegiantair
11911,1985,flight,UA-257-JFK-SFO
11912,1985,sched_dep_time,2:30 p.m.
11913,1985,act_dep_time,2:26 p.m.
11914,1985,sched_arr_time,6:15 p.m.
11915,1985,act_arr_time,5:42 p.m.
11916,1986,src,allegiantair
11917,1986,flight,UA-2945-PHL-CLT
11918,1986,sched_dep_time,12:00 a.m.
11919,1986,act_dep_time,3:11 a.m.
11920,1986,sched_arr_time,1:45 p.m.
11921,1986,act_arr_time,1:15 p.m.
11922,1987,src,allegiantair
11923,1987,flight,CO-63-EWR-IAH
11924,1987,sched_dep_time,5:25 p.m.
11925,1987,act_dep_time,5:22 p.m.
11926,1987,sched_arr_time,8:22 p.m.
11927,1987,act_arr_time,8:03 p.m.
11928,1988,src,allegiantair
11929,1988,flight,CO-47-IAH-LAX
11930,1988,sched_dep_time,7:10 p.m.
11931,1988,act_dep_time,8:25 p.m.
11932,1988,sched_arr_time,8:56 p.m.
11933,1988,act_arr_time,9:52 p.m.
11934,1989,src,allegiantair
11935,1989,flight,AA-2050-ORD-MIA
11936,1989,sched_dep_time,10:40 a.m.
11937,1989,act_dep_time,11:05 a.m.
11938,1989,sched_arr_time,2:45 p.m.
11939,1989,act_arr_time,2:46 p.m.
11940,1990,src,allegiantair
11941,1990,flight,UA-248-PHX-ORD
11942,1990,sched_dep_time,12:57 p.m.
11943,1990,act_dep_time,1:32 p.m.
11944,1990,sched_arr_time,5:15 p.m.
11945,1990,act_arr_time,5:34 p.m.
11946,1991,src,allegiantair
11947,1991,flight,AA-4330-CVG-ORD
11948,1991,sched_dep_time,3:35 p.m.
11949,1991,act_dep_time,3:36 p.m.
11950,1991,sched_arr_time,4:00 p.m.
11951,1991,act_arr_time,3:33 p.m.
11952,1992,src,allegiantair
11953,1992,flight,AA-1434-DFW-MCO
11954,1992,sched_dep_time,7:15 a.m.
11955,1992,act_dep_time,7:21 a.m.
11956,1992,sched_arr_time,10:35 a.m.
11957,1992,act_arr_time,10:36 a.m.
11958,1993,src,allegiantair
11959,1993,flight,AA-1640-MIA-MCO
11960,1993,sched_dep_time,6:30 p.m.
11961,1993,act_dep_time,6:30 p.m.
11962,1993,sched_arr_time,7:25 p.m.
11963,1993,act_arr_time,7:25 p.m.
11964,1994,src,allegiantair
11965,1994,flight,AA-4307-ORD-DTW
11966,1994,sched_dep_time,6:45 p.m.
11967,1994,act_dep_time,6:55 p.m.
11968,1994,sched_arr_time,9:10 p.m.
11969,1994,act_arr_time,8:53 p.m.
11970,1995,src,allegiantair
11971,1995,flight,CO-1694-LAX-IAH
11972,1995,sched_dep_time,7:15 p.m.
11973,1995,act_dep_time,7:15 p.m.
11974,1995,sched_arr_time,12:21 a.m.
11975,1995,act_arr_time,12:21 a.m.
11976,1996,src,allegiantair
11977,1996,flight,UA-843-LAX-ORD
11978,1996,sched_dep_time,1:55 p.m.
11979,1996,act_dep_time,2:10 p.m.
11980,1996,sched_arr_time,7:53 p.m.
11981,1996,act_arr_time,7:58 p.m.
11982,1997,src,allegiantair
11983,1997,flight,CO-1193-EWR-MCO
11984,1997,sched_dep_time,9:15 a.m.
11985,1997,act_dep_time,9:14 a.m.
11986,1997,sched_arr_time,12:18 p.m.
11987,1997,act_arr_time,12:09 p.m.
11988,1998,src,allegiantair
11989,1998,flight,AA-3842-MSP-ORD
11990,1998,sched_dep_time,6:00 a.m.
11991,1998,act_dep_time,6:56 a.m.
11992,1998,sched_arr_time,7:30 a.m.
11993,1998,act_arr_time,7:51 a.m.
11994,1999,src,allegiantair
11995,1999,flight,AA-643-MIA-ORD
11996,1999,sched_dep_time,7:10 a.m.
11997,1999,act_dep_time,7:30 a.m.
11998,1999,sched_arr_time,9:35 a.m.
11999,1999,act_arr_time,9:31 a.m.
12000,2000,src,allegiantair
12001,2000,flight,AA-1007-MIA-PHX
12002,2000,sched_dep_time,4:55 p.m.
12003,2000,act_dep_time,5:08 p.m.
12004,2000,sched_arr_time,8:05 p.m.
12005,2000,act_arr_time,7:55 p.m.
12006,2001,src,allegiantair
12007,2001,flight,UA-2906-PHL-MCO
12008,2001,sched_dep_time,3:50 p.m.
12009,2001,act_dep_time,4:28 p.m.
12010,2001,sched_arr_time,6:23 p.m.
